name,lat,lng,type,size,Primary Market,Airing,Initial support from the Corporation for Public Broadcasting,PRX Dovetail hosts,Testimonial,audio,Podcast Portfolio,Total Donors,To PRX,To Radiotopia,To <i>Ear Hustle</i>,To <i>The World</i>,Other,Downloads in FY25,Shows
KRRT-FM:,36.5166928,-105.5691763,broadcast,medium,"Arroyo Seco - Taos, NM",Afropop Worldwide | Latino USA | Living On Earth | This American Life,,,,,,,,,,,,,4
KRRE-FM:,35.5942137,-105.2227978,broadcast,medium,"Las Vegas, NM",Afropop Worldwide | Latino USA | Living On Earth | This American Life,,,,,,,,,,,,,4
KRAR-FM:,35.9910383,-106.0818233,broadcast,medium,"Espanola, NM",Afropop Worldwide | Latino USA | Living On Earth | This American Life,,,,,,,,,,,,,4
KPCC-FM:,34.0549076,-118.242643,broadcast,medium,"Los Angeles, CA",Latino USA | Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,4
KJAI-FM:,34.4480495,-119.242889,broadcast,medium,"Ojai, CA",Latino USA | Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,4
KBOM-FM:,34.0583995,-106.8914159,broadcast,medium,"Socorro, NM",Afropop Worldwide | Latino USA | Living On Earth | This American Life,,,,,,,,,,,,,4
KWOU-FM:,36.4336481,-99.3903862,broadcast,medium,"Woodward, OK","Left, Right & Center | Reveal | To the Best of Our Knowledge | Zorba",,,,,,,,,,,,,4
KROU-FM:,35.4688692,-97.519539,broadcast,medium,"Oklahoma City, OK","Left, Right & Center | Reveal | To the Best of Our Knowledge | Zorba",,,,,,,,,,,,,4
KOUA-FM:,34.774531,-96.6783449,broadcast,medium,"Ada, OK","Left, Right & Center | Reveal | To the Best of Our Knowledge | Zorba",,,,,,,,,,,,,4
KGOU-FM:,35.4688692,-97.519539,broadcast,medium,"Oklahoma City, OK","Left, Right & Center | Reveal | To the Best of Our Knowledge | Zorba",,,,,,,,,,,,,4
WNYC-FM:,40.7127753,-74.0059728,broadcast,medium,"New York, NY",Live Wire | Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,4
WKSU-FM4:,41.49932,-81.6943605,broadcast,medium,"Cleveland, OH",Living On Earth | The World | Think | To the Best of Our Knowledge,,,,,,,,,,,,,4
KVPR-FM:,36.7377981,-119.7871247,broadcast,medium,"Fresno, CA","Latino USA | Left, Right & Center | Reveal | The Moth Radio Hour",,,,,,,,,,,,,4
KPRX-FM:,35.3735112,-119.0204707,broadcast,medium,"Bakersfield, CA","Latino USA | Left, Right & Center | Reveal | The Moth Radio Hour",,,,,,,,,,,,,4
KTXI-FM:,30.0774307,-99.2403213,broadcast,medium,"Ingram, TX",Snap Judgment | The Moth Radio Hour | Think | This American Life,,,,,,,,,,,,,4
WRAS-FM:,33.7501275,-84.3885209,broadcast,medium,"Atlanta, GA",No Small Endeavor | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,4
WKMS-FM:,36.6103334,-88.314761,broadcast,medium,"Murray, KY",Afropop Worldwide | Sound Opinions | Think | This American Life,,,,,,,,,,,,,4
KXNE-FM:,42.0327168,-97.4168171,broadcast,medium,"Norfolk, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
KUCV-FM2:,40.8136634,-96.7025764,broadcast,medium,"Lincoln, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
KTNE-FM:,42.0930235,-102.8702006,broadcast,medium,"Alliance, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
KRNE-FM:,42.9197225,-101.7007033,broadcast,medium,"Merriman, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
KPNE-FM:,41.1402759,-100.7601454,broadcast,medium,"North Platte, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
KMNE-FM:,42.5858337,-99.5378941,broadcast,medium,"Bassett, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
KLNE-FM:,40.7808398,-99.7415045,broadcast,medium,"Lexington, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
KHNE-FM:,40.5862583,-98.3898726,broadcast,medium,"Hastings, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
KCNE-FM:,42.8293845,-103.000642,broadcast,medium,"Chadron, NE",Live Wire | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,4
WGVU-FM:,42.9704146,-85.6721946,broadcast,medium,"Grand Rapids, MI",Latino USA | The Moth Radio Hour | Think | This American Life,,,,,,,,,,,,,4
WGVS-FM:,43.4100107,-86.3486792,broadcast,medium,"Whitehall, MI",Latino USA | The Moth Radio Hour | Think | This American Life,,,,,,,,,,,,,4
WBOI-FM:,41.0794759,-85.1362929,broadcast,medium,"Fort Wayne, IN",Reveal | The Moth Radio Hour | The World | This American Life,,,,,,,,,,,,,4
KVLU-FM:,30.080174,-94.1265562,broadcast,medium,"Beaumont, TX",Latino USA | The Moth Radio Hour | Think | This American Life,,,,,,,,,,,,,4
KVNV-FM:,39.529919,-119.8142691,broadcast,medium,"Reno, NV",Latino USA | Sound Opinions | The World | This American Life,,,,,,,,,,,,,4
KXWT-FM:,31.8456816,-102.3676431,broadcast,medium,"Odessa, TX",Afropop Worldwide | Latino USA | Think | This American Life,,,,,,,,,,,,,4
WQLN-FM:,42.1290386,-80.0849716,broadcast,medium,"Erie, PA",Jazz Happening Now | Live Wire | Think | This American Life,,,,,,,,,,,,,4
KERA-FM:,32.7078751,-96.9209135,broadcast,medium,"Dallas-Fort Worth, TX",Latino USA | Selected Shorts | The Moth Radio Hour | Think,,,,,,,,,,,,,4
WUWF-FM:,30.4076647,-87.2189746,broadcast,medium,"Pensacola, FL",Echoes | Jazz Happening Now | Selected Shorts | The World,,,,,,,,,,,,,4
WYSU-FM:,41.0999013,-80.6514748,broadcast,medium,"Youngstown, OH",Latino USA | Living On Earth | Snap Judgment | The World,,,,,,,,,,,,,4
WTML-FM:,35.3620235,-86.2094342,broadcast,medium,"Tullahoma, TN",Live Wire | Snap Judgment | The Moth Radio Hour | Zorba,,,,,,,,,,,,,4
WPLN-FM:,36.1626638,-86.7816016,broadcast,medium,"Nashville, TN",Live Wire | Snap Judgment | The Moth Radio Hour | Zorba,,,,,,,,,,,,,4
WHRS-FM:,36.1625445,-85.4988041,broadcast,medium,"Cookeville, TN",Live Wire | Snap Judgment | The Moth Radio Hour | Zorba,,,,,,,,,,,,,4
KMSU-FM:,44.1661456,-94.0055647,broadcast,medium,"Mankato, MN",Afropop Worldwide | Echoes | This American Life | Zorba,,,,,,,,,,,,,4
KMSK-FM:,43.6666296,-92.9746367,broadcast,medium,"Austin, MN",Afropop Worldwide | Echoes | This American Life | Zorba,,,,,,,,,,,,,4
KUOW-FM:,47.4483652,-122.3085927,broadcast,medium,"Seattle-Tacoma, WA",Latino USA | Reveal | Selected Shorts | Sound Opinions,,,,,,,,,,,,,4
KUOW-AM:,47.0451842,-122.895355,broadcast,medium,"Olympia, WA",Latino USA | Reveal | Selected Shorts | Sound Opinions,,,,,,,,,,,,,4
KQOW-FM:,48.7519112,-122.4786854,broadcast,medium,"Bellingham, WA",Latino USA | Reveal | Selected Shorts | Sound Opinions,,,,,,,,,,,,,4
WAER-FM:,43.0494832,-76.1473977,broadcast,medium,"Syracuse, NY",Jazz Happening Now | Snap Judgment | The World | Think,,,,,,,,,,,,,4
KFPR-FM:,40.5754129,-122.3836121,broadcast,medium,"Redding, CA",Latino USA | Reveal | Selected Shorts | Snap Judgment,,,,,,,,,,,,,4
KCHO-FM:,39.7282839,-121.8379978,broadcast,medium,"Chico, CA",Latino USA | Reveal | Selected Shorts | Snap Judgment,,,,,,,,,,,,,4
WMQS-FM:,35.0875836,-84.0346315,broadcast,medium,"Murphy, NC",Embodied | Latino USA | Living On Earth | The World,,,,,,,,,,,,,4
WFQS-FM:,35.1823171,-83.3815429,broadcast,medium,"Franklin, NC",Embodied | Latino USA | Living On Earth | The World,,,,,,,,,,,,,4
KHSF-FM:,40.5762406,-124.2639442,broadcast,medium,"Ferndale, CA",Afropop Worldwide | Latino USA | Reveal | The World,,,,,,,,,,,,,4
KZYZ-FM:,39.4096079,-123.3555656,broadcast,medium,"Willits, CA",Latino USA | Living On Earth | Reveal | The World,,,,,,,,,,,,,4
KZYX-FM:,39.065875,-123.4407104,broadcast,medium,"Philo, CA",Latino USA | Living On Earth | Reveal | The World,,,,,,,,,,,,,4
WMVE-FM:,36.7993087,-78.458331,broadcast,medium,"Chase City, VA",Latino USA | No Small Endeavor | Reveal | Think,,,,,,,,,,,,,4
WCVE-FM:,37.5407246,-77.4360481,broadcast,medium,"Richmond, VA",Latino USA | No Small Endeavor | Reveal | Think,,,,,,,,,,,,,4
WCNV-FM:,37.9175317,-76.4721934,broadcast,medium,"Heathsville, VA",Latino USA | No Small Endeavor | Reveal | Think,,,,,,,,,,,,,4
WCMU-FM2:,43.5978075,-84.7675139,broadcast,medium,"Mount Pleasant, MI",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KZSD-FM:,43.1724984,-101.7326485,broadcast,medium,"Martin, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KYSD-FM:,44.4908172,-103.8593698,broadcast,medium,"Spearfish, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KUSD-FM:,42.7794417,-96.9292104,broadcast,medium,"Vermillion, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KTSD-FM:,44.3667876,-100.3537522,broadcast,medium,"Pierre, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KQSD-FM:,45.3160993,-99.9826202,broadcast,medium,"Lowry, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KPSD-FM:,45.0230391,-102.0359924,broadcast,medium,"Faith, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KJSD-FM:,44.8994088,-97.1150732,broadcast,medium,"Watertown, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KESD-FM:,44.3113573,-96.7983877,broadcast,medium,"Brookings, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KDSD-FM:,45.4646985,-98.4864829,broadcast,medium,"Aberdeen, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KCSD-FM:,43.5460223,-96.731265,broadcast,medium,"Sioux Falls, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
KBHE-FM:,44.0805434,-103.2310149,broadcast,medium,"Rapid City, SD",Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
WNMU-FM:,46.5436199,-87.3953713,broadcast,medium,"Marquette, MI",Harmonia | Christopher Kimball's Milk Street Radio | The Moth Radio Hour,,,,,,,,,,,,,3
WOSV-FM:,40.7585359,-82.5140846,broadcast,medium,"Mansfield, OH",Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
WOSU-FM:,39.9625112,-83.0032218,broadcast,medium,"Columbus, OH",Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
WOSP-FM:,38.7317431,-82.9976742,broadcast,medium,"Portsmouth, OH",Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
WOSE-FM:,40.2720151,-81.8595756,broadcast,medium,"Coshocton, OH",Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
WOSB-FM:,40.5886699,-83.1285242,broadcast,medium,"Marion, OH",Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
WRKF-FM:,30.4514677,-91.1871466,broadcast,medium,"Baton Rouge, LA","Left, Right & Center | Christopher Kimball's Milk Street Radio | Think",,,,,,,,,,,,,3
WXPW-FM:,44.9591352,-89.6301221,broadcast,medium,"Wausau, WI",Christopher Kimball's Milk Street Radio | Reveal | This American Life,,,,,,,,,,,,,3
WXPR-FM:,45.6366228,-89.4120753,broadcast,medium,"Rhinelander, WI",Christopher Kimball's Milk Street Radio | Reveal | This American Life,,,,,,,,,,,,,3
WRGY-FM:,44.9656821,-70.6427102,broadcast,medium,"Rangeley, ME",Living On Earth | Christopher Kimball's Milk Street Radio | Reveal,,,,,,,,,,,,,3
KCPW-FM:,40.7605601,-111.8881397,broadcast,medium,"Salt Lake City-Ogden-Provo, UT",Christopher Kimball's Milk Street Radio | Selected Shorts | Zorba,,,,,,,,,,,,,3
WAMH-FM:,42.3756919,-72.5198537,broadcast,medium,"Amherst, MA",Afropop Worldwide | Snap Judgment | To the Best of Our Knowledge,,,,,,,,,,,,,3
KMRE-FM:,48.7519112,-122.4786854,broadcast,medium,"Bellingham, WA",Latino USA | Christopher Kimball's Milk Street Radio | PRX Remix,,,,,,,,,,,,,3
WQUB-FM:,39.9356016,-91.4098726,broadcast,medium,"Quincy, IL",The Moth Radio Hour | The World | To the Best of Our Knowledge,,,,,,,,,,,,,3
KWMU-FM:,38.627428,-90.1982439,broadcast,medium,"St. Louis, MO",The Moth Radio Hour | The World | To the Best of Our Knowledge,,,,,,,,,,,,,3
KMST-FM:,37.948544,-91.7715303,broadcast,medium,"Rolla, MO",The Moth Radio Hour | The World | To the Best of Our Knowledge,,,,,,,,,,,,,3
WVYA-FM:,41.2411897,-77.0010786,broadcast,medium,"Williamsport, PA",Live Wire | Pittsburgh Symphony Orchestra | This American Life,,,,,,,,,,,,,3
WVIA-FM:,41.2981769,-75.9927652,broadcast,medium,"Wilkes Barre-Scranton, PA",Live Wire | Pittsburgh Symphony Orchestra | This American Life,,,,,,,,,,,,,3
KRXG-FM:,32.770075,-108.280326,broadcast,medium,"Silver City, NM",Latino USA | Christopher Kimball's Milk Street Radio | Reveal,,,,,,,,,,,,,3
KRWG-FM:,32.3142451,-106.7797529,broadcast,medium,"Las Cruces, NM",Latino USA | Christopher Kimball's Milk Street Radio | Reveal,,,,,,,,,,,,,3
KRCB-FM:,38.3722379,-122.7017176,broadcast,medium,"Rohnert Park, Santa Rosa, CA",Latino USA | Christopher Kimball's Milk Street Radio | Reveal,,,,,,,,,,,,,3
KQOU-FM:,35.5156056,-98.9673069,broadcast,medium,"Clinton, OK","Left, Right & Center | Reveal | To the Best of Our Knowledge",,,,,,,,,,,,,3
KPRG-FM:,13.4497772,144.8029416,broadcast,medium,"Mangilao, Guam","Left, Right & Center | Snap Judgment | This American Life",,,,,,,,,,,,,3
KLSA-FM:,31.3112936,-92.4451371,broadcast,medium,"Alexandria, LA",Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,3
KLDN-FM:,31.3345562,-94.7321127,broadcast,medium,"Lufkin, TX",Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,3
KDAQ-FM:,32.5130159,-93.7514874,broadcast,medium,"Shreveport, LA",Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,3
KBSA-FM:,33.207471,-92.6655716,broadcast,medium,"El Dorado, AR",Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,3
KBRW-FM:,71.2905556,-156.7886111,broadcast,medium,"Barrow, AK",Afropop Worldwide | Living On Earth | This American Life,,,,,,,,,,,,,3
KDRW-FM:,34.420285,-119.698935,broadcast,medium,"Santa Barbara, CA",The Moth Radio Hour | The Sam Sanders Show | The World,,,,,,,,,,,,,3
KCRY-FM:,35.0475381,-118.1706661,broadcast,medium,"Mojave/Antelope, CA",The Moth Radio Hour | The Sam Sanders Show | The World,,,,,,,,,,,,,3
KCRW-FM:,34.0549076,-118.242643,broadcast,medium,"Los Angeles, CA",The Moth Radio Hour | The Sam Sanders Show | The World,,,,,,,,,,,,,3
KCRU-FM:,34.1976816,-119.1774639,broadcast,medium,"Oxnard, CA",The Moth Radio Hour | The Sam Sanders Show | The World,,,,,,,,,,,,,3
KCRI-FM:,33.7148794,-116.2207484,broadcast,medium,"Palm Springs/Indio, CA",The Moth Radio Hour | The Sam Sanders Show | The World,,,,,,,,,,,,,3
WKYU-FM:,36.9685219,-86.4808043,broadcast,medium,"Bowling Green, KY",Jazz After Hours | Jazz Happening Now | Sound Opinions,,,,,,,,,,,,,3
WKUE-FM:,37.7043065,-85.8712385,broadcast,medium,"Elizabethtown, KY",Jazz After Hours | Jazz Happening Now | Sound Opinions,,,,,,,,,,,,,3
WKPB-FM:,37.839495,-87.5884701,broadcast,medium,"Henderson, KY",Jazz After Hours | Jazz Happening Now | Sound Opinions,,,,,,,,,,,,,3
WDCL-FM:,37.0920222,-84.6041084,broadcast,medium,"Somerset, KY",Jazz After Hours | Jazz Happening Now | Sound Opinions,,,,,,,,,,,,,3
KDUR-FM:,37.1150037,-107.633113,broadcast,medium,"Ignacio, CO","Latino USA | Left, Right & Center | This American Life",,,,,,,,,,,,,3
WBAA-AM:,40.4258686,-86.9080655,broadcast,medium,"West Lafayette, IN",Living On Earth | Snap Judgment | The Moth Radio Hour,,,,,,,,,,,,,3
WNNZ-AM:,42.1013104,-72.5892742,broadcast,medium,"Springfield, MA",Selected Shorts | Snap Judgment | This American Life,,,,,,,,,,,,,3
KGLP-FM:,35.5263073,-108.7420186,broadcast,medium,"Gallup, NM",Afropop Worldwide | Latino USA | This American Life,,,,,,,,,,,,,3
WFIU-FM:,39.169574,-86.5385549,broadcast,medium,"Bloomington, IN",Harmonia | The Moth Radio Hour | This American Life,,,,,,,,,,,,,3
KKRN-FM:,40.7940442,-121.9419412,broadcast,medium,"Round Mountain, CA","Left, Right & Center | Reveal | This American Life",,,,,,,,,,,,,3
WRVH-FM:,41.7055897,-73.9283885,broadcast,medium,"Pougheepsie, NY",Live Wire | Selected Shorts | The Moth Radio Hour,,,,,,,,,,,,,3
WRCU-FM:,42.8270136,-75.5446238,broadcast,medium,"Hamilton, NY",Live Wire | Selected Shorts | The Moth Radio Hour,,,,,,,,,,,,,3
KCJX-FM:,39.4022054,-107.2111628,broadcast,medium,"Carbondale, CO",Latino USA | Snap Judgment | The Moth Radio Hour,,,,,,,,,,,,,3
KAJX-FM:,39.1910983,-106.8175387,broadcast,medium,"Aspen, CO",Latino USA | Snap Judgment | The Moth Radio Hour,,,,,,,,,,,,,3
KMUW-FM:,37.693452,-97.3382202,broadcast,medium,"Wichita, KS",The Moth Radio Hour | Think | This American Life,,,,,,,,,,,,,3
WQCS-FM:,27.638635,-80.3946317,broadcast,medium,"Ft. Pierce-Stuart-Vero Beach, FL",The Moth Radio Hour | Think | This American Life,,,,,,,,,,,,,3
CHAK-FM:,68.3593674,-133.7294462,broadcast,medium,"Inuvik, NT",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CFYK-AM:,62.4539717,-114.3717886,broadcast,medium,"Yellowknife, Northwest Territories",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CFWH-AM:,60.7197137,-135.0522761,broadcast,medium,"Whitehorse, CA",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CFPR-AM:,54.3150367,-130.3208187,broadcast,medium,"Prince Rupert, British Columbia",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CFGB-FM:,53.3086181,-60.3762393,broadcast,medium,"Goose Bay, Newfoundland",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CFFB-AM:,63.746693,-68.5169669,broadcast,medium,"Iqaluit, Nunavut",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBZF-FM:,45.9635895,-66.6431151,broadcast,medium,"Fredericton, New Brunswick",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBYG-FM:,53.9170641,-122.7496693,broadcast,medium,"Prince George, British Columbia",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBY-AM:,48.9523316,-57.9460401,broadcast,medium,"Corner Brook, NL",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBX-AM:,53.5460983,-113.4937266,broadcast,medium,"Edmunton, Alberta",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBWK-FM:,55.7451003,-97.8509232,broadcast,medium,"Thompson, Manitoba",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBW-AM:,49.8954221,-97.1385145,broadcast,medium,"Winnipeg, Manitoba",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBVE-FM:,46.8130816,-71.2074596,broadcast,medium,"Quebec City, Quebec",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBU-AM:,49.2827291,-123.1207375,broadcast,medium,"Vancouver, British Columbia",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBTK-FM:,49.8863235,-119.4965917,broadcast,medium,"Kelowna, British Columbia",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBT-AM:,48.9279047,-55.6598977,broadcast,medium,"Grand Falls, Newfoundland",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBR-FM:,51.0447331,-114.0718831,broadcast,medium,"Calgary, Alberta",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBR-AM:,51.0447331,-114.0718831,broadcast,medium,"Calgary, Alberta",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBQT-FM:,48.3808951,-89.2476823,broadcast,medium,"Thunder Bay, Ontario",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBO-FM:,45.4200572,-75.7003397,broadcast,medium,"Ottawa, Ontario",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBN-AM:,47.5556097,-52.7452511,broadcast,medium,"St. Johns, Newfoundland",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBME-FM:,45.5018869,-73.5673919,broadcast,medium,"Montreal, Quebec",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBLA-FM:,43.653226,-79.3831843,broadcast,medium,"Toronto, Ontario",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBK-AM:,50.4452112,-104.6188944,broadcast,medium,"Regina, Saskatchewan",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBKA-FM:,55.1135875,-105.2948178,broadcast,medium,"La Ronge, Saskatchewan",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBIT-FM:,46.1367899,-60.194224,broadcast,medium,"Sydney, Nova Scotia",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBHA-FM:,44.6508608,-63.5923256,broadcast,medium,"Halifax, Nova Scotia",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBG-AM:,48.9564842,-54.6083708,broadcast,medium,"Gander, New Foundland",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBE-AM:,42.3141129,-83.0367506,broadcast,medium,"Windsor, Ontario",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBD-FM:,45.2733153,-66.0633081,broadcast,medium,"Saint John, New Brunswick",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBCV-FM:,48.4284207,-123.3656444,broadcast,medium,"Victoria, British Columbia",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBCT-FM:,46.23824,-63.1310704,broadcast,medium,"Charlottetown, Prince Edward Island",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBCS-FM:,46.4917317,-80.993029,broadcast,medium,"Subury, Ontario",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBCL-FM:,42.9849233,-81.2452768,broadcast,medium,"London, Ontario",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
CBAM-FM:,46.0878165,-64.7782313,broadcast,medium,"Moncton, New Brunswick",Latino USA | Snap Judgment | This American Life,,,,,,,,,,,,,3
WYPM-FM:,39.9375911,-77.6611022,broadcast,medium,"Chambersberg, PA","Latino USA | Left, Right & Center | PRX Remix",,,,,,,,,,,,,3
WITF-FM:,40.2731911,-76.8867008,broadcast,medium,"Harrisburg-Lebanon-Carlisle, PA","Latino USA | Left, Right & Center | PRX Remix",,,,,,,,,,,,,3
WCBE-FM:,39.9625112,-83.0032218,broadcast,medium,"Columbus, OH",Afropop Worldwide | Echoes | Selected Shorts,,,,,,,,,,,,,3
KHSU-FM:,40.8665166,-124.0828396,broadcast,medium,"Arcata, CA",Afropop Worldwide | Latino USA | The World,,,,,,,,,,,,,3
KHSR-FM:,41.7557501,-124.2025913,broadcast,medium,"Crescent City, CA",Afropop Worldwide | Latino USA | The World,,,,,,,,,,,,,3
KHSG-FM:,40.1000828,-123.79492,broadcast,medium,"Garberville, CA",Afropop Worldwide | Latino USA | The World,,,,,,,,,,,,,3
WVIK-FM2:,42.5063629,-90.6677479,broadcast,medium,"Dubuque, IA",Afropop Worldwide | Sound Opinions | Think,,,,,,,,,,,,,3
KDLG-FM:,59.0395277,-158.4633056,broadcast,medium,"Dillingham, AK",Snap Judgment | Think | This American Life,,,,,,,,,,,,,3
WVGR-FM:,42.9704146,-85.6721946,broadcast,medium,"Grand Rapids, MI",Reveal | The Sam Sanders Show | The World,,,,,,,,,,,,,3
WUOM-FM:,42.3297182,-83.0424533,broadcast,medium,"Detroit, MI",Reveal | The Sam Sanders Show | The World,,,,,,,,,,,,,3
WFUM-FM:,43.0125274,-83.6874562,broadcast,medium,"Flint, MI",Reveal | The Sam Sanders Show | The World,,,,,,,,,,,,,3
KCUR-FM:,39.0997265,-94.5785667,broadcast,medium,"Kansas City, MO","Left, Right & Center | PRX Remix | Reveal",,,,,,,,,,,,,3
WSUI-AM:,41.6578257,-91.5346169,broadcast,medium,"Iowa City, IA",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
WOI-AM:,41.5896139,-93.6163963,broadcast,medium,"Des Moines, IA",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KRNI-AM:,43.1527382,-93.2027087,broadcast,medium,"Mason City, IA",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KSBX-FM:,34.420285,-119.698935,broadcast,medium,"Santa Barbara, CA",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KNBX-FM:,36.0205207,-120.9051826,broadcast,medium,"San Ardo, CA",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KCBX-FM:,35.2827524,-120.6596156,broadcast,medium,"San Luis Obispo, CA",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KWCC-FM:,38.9938808,-105.0569301,broadcast,medium,"Woodland Park, CO",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KRCC-FM:,38.8353142,-104.8216009,broadcast,medium,"Colorado Springs, CO",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KCCS-FM:,37.115298,-104.5241533,broadcast,medium,"Starkville, CO",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KHOL-FM:,43.4799291,-110.7624282,broadcast,medium,"Jackson, WY",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
KDNK-FM:,39.4022054,-107.2111628,broadcast,medium,"Carbondale, CO",Latino USA | Reveal | The Moth Radio Hour,,,,,,,,,,,,,3
